	id_str	cleaned_text	flat_words
671	535141834872205313	via  The World Bank forecasts that Ebola will cost West African economies $3-4bn. H...  #UFO4UBlogAfrica	via The World Bank forecast Ebola cost West African economy 34bn H UFO4UBlogAfrica
672	535141844859236355	 : AFP: Africa Cup of Nations host hires Cuban doctors to combat Ebola, 	AFP Africa Cup Nations host hire Cuban doctor combat Ebola
673	535141852211863552	 : World Bank: $3B-$4B to Combat #Ebola in Africa  #tcot #tlot #Infowars 	World Bank 3B4B Combat Ebola Africa tcot tlot Infowars
674	535141859442831360	maw just wrapped ma lug for sayin the thought eh work the mora wis geen me Ebola nb bob geldof	maw wrap ma lug sayin think eh work mora wi geen Ebola nb bob geldof
675	535141862903123969	 : Wedding bells for Texas nurse who survived #Ebola  	Wedding bell Texas nurse survive Ebola
676	535141872944308224	#Ebola US officials drop worst-case Ebola estimate    	Ebola US official drop worstcase Ebola estimate
677	535141875263758336	 : Our CEO talks to  abt how a Ugandan doctor w/ #Ebola is recovering in Germany after treatment w/ our device …	Our CEO talk abt Ugandan doctor w/ Ebola recover Germany treatment w/ device …
678	535141891420209152	"""I don't care if bruh cures Ebola, hero is not a word to describe Odysseus"""	I care bruh cure Ebola hero word describe Odysseus
679	535141908209618944	Homeopaths complain World Health Organisation stopped them treating Ebola in Liberia with snake venom, Spanish Fly 	Homeopaths complain World Health Organisation stop treat Ebola Liberia snake venom Spanish Fly
680	535141914853769217	 : If you're wondering why no one talks about Ebola anymore, it's because the election is over. 	If wonder one talk Ebola anymore election
681	535141934604775424	Photo: atane: 6 Sierra Leonean doctors have paid the ultimate price in their efforts to combat the ebola... 	Photo atane 6 Sierra Leonean doctor pay ultimate price effort combat ebola
682	535141937821810688	This girl just said, marihuana prevents Ebola #wtf	This girl say marihuana prevents Ebola wtf
683	535141943097839616	 : Superb article from  on hypocrisy of Geldof, Bono and One Direction in #BandAid30  http:/…	Superb article hypocrisy Geldof Bono One Direction BandAid30 http/…
684	535141951574929410	Our boys must just come home before these ppl send ebola kamabomo	Our boy must come home ppl send ebola kamabomo
685	535141969593643008	Maybe Nigerian players DNT want to go to the nations cup because of Ebola dats y they hv not played well in qualifying	Maybe Nigerian player DNT want go nation cup Ebola dat y hv play well qualify
686	535141978972106754	"There's Ebola in Equatorial Guinea..."": How did we become this pathetic? I can't believe we ain't qualifying for AFCON2015"""	There Ebola Equatorial Guinea How become pathetic I can believe qualify AFCON2015
687	535141988161835008	 : Scientists projections for additional ebola cases in U.S. from now to end of 2014 range from 1 to 130  (…	Scientists projection additional ebola case US end 2014 range 1 130 (
688	535141989856346112	 :  Brilliant new video #SierraLeone #Ebola PrinceWilliam supports U can support too   ht…	Brilliant new video SierraLeone Ebola PrinceWilliam support U support ht…
689	535142016536305666	This weekend on : Jeff Bridges, Teddy and Richard Thompson, the vexillology of ISIS flag, and ebola. Not necessarily in that order.	This weekend Jeff Bridges Teddy Richard Thompson vexillology ISIS flag ebola Not necessarily order
690	535142023691771905	 : Algeria and Mali sides display banner: 'Together we can beat Ebola' 	Algeria Mali side display banner Together beat Ebola
691	535142028850769920	I'm sorry but the #BandAid30 song is dreadful. What the hell has this got to do with Ebola, since when was it a matter of starvation? !!!!	Im sorry BandAid30 song dreadful What hell get Ebola since matter starvation
692	535142029886754816	Liberia to the 'world': Help us fight Ebola - Rappler  #consPIGracy	Liberia world Help us fight Ebola Rappler consPIGracy
693	535142035314188288	The #Ebola crisis in #SierraLeone is soaring while #Liberia's is sinking  	The Ebola crisis SierraLeone soar Liberia sink
694	535142049570648064	 and  present concerns and issues surrounding obstetrical and maternal care of #Ebola patients. #EbolaTraining	present concern issue surround obstetrical maternal care Ebola patient EbolaTraining
695	535142060215779328	THANK GOD WE DID NOT QUALIFIED ,AFTERALL WE PREVENT SPREADING OF EBOLA IN OUR NATION	THANK GOD WE DID NOT QUALIFIED AFTERALL WE PREVENT SPREADING OF EBOLA IN OUR NATION
696	535142067253829633	 :  to support potential treatments for Ebola-affected countries #tackleebola 	support potential treatment Ebolaaffected country tackleebola
697	535142082332348416	" : "": ""Africa"" doesn't have #Ebola. Here's why: """	Africa Ebola Here
698	535142086828228608	Ebola jokes are literally spreading faster than the virus itself. 👏	Ebola joke literally spread faster virus 👏
699	535142096622321665	one week its Ebola, the nekst its Kim K, now what	one week Ebola nekst Kim K
700	535142110157340674	 super eagle failed to qualify for the AFCON 2015 in EQ. Guinea due to the fear of them contacting #Ebola ......	super eagle fail qualify AFCON 2015 EQ Guinea due fear contact Ebola
701	535142110677438464	"The Pentagon’s Budget Dilemma: The
Defense Department's response time to the Ebola crisis and I...  #ForeignPolicy"	The Pentagon’s Budget Dilemma The Defense Department response time Ebola crisis I ForeignPolicy
702	535142110182117376	"Seventh Sierra Leone doctor killed by Ebola: source : 
"	Seventh Sierra Leone doctor kill Ebola source
703	535142111746994176	 : Local journalists are first responders in the fight against Ebola. Here's how you can support them: …	Local journalist first responder fight Ebola Here support …
704	535142114943041537	"NYC Woman on Ebola Watchlist Dies Bleeding From Mouth, Authorities Say ""Heart Attack""

   #tcot "	NYC Woman Ebola Watchlist Dies Bleeding From Mouth Authorities Say Heart Attack tcot
705	535142119967850496	There was an EMP, ebola struck like lightning through the earth and now the monkeys have taken over. - My first SCI-FI movie	There EMP ebola struck like lightning earth monkey take My first SCIFI movie
706	535142122576289792	Celeb-filled, stirring ad confronts world leaders' slow response to Ebola crisis in West Africa . Response is based upon who is effected	Celebfilled stir ad confronts world leader slow response Ebola crisis West Africa Response base upon effect
707	535142124829044736	"lmao give it to nigerians"": Lol ebola medicine le  : Mbhoboze_Zulu lol gimme that benelyn I got a bad flu"""	lmao give nigerian Lol ebola medicine le MbhobozeZulu lol gim benelyn I get bad flu
708	535142128595525632	I may sound like I'm dying but don't worry kids, I don't have Ebola. 😷	I may sound like Im die worry kid I Ebola 😷
709	535142133766696960	Have you tried not getting Ebola?  #DonLemonQuestions	Have try get Ebola DonLemonQuestions
710	535142138074644481	 : EG Flu Tracking News Canada should cancel NewLink Ebola vaccine contract, critics say - CBC.ca 	EG Flu Tracking News Canada cancel NewLink Ebola vaccine contract critic say CBCca
711	535142138611515392	  guess whos my favorite one....in West Africa  via	guess who favorite onein West Africa via
712	535142146467053568	Ebola virus facts - Yahoo Lifestyle India https://t.co/HZsraz65pd	Ebola virus fact Yahoo Lifestyle India https//tco/HZsraz65pd
713	535142152125566976	 : Gates foundation announces $5.7m for Ebola cure 	Gates foundation announces 57m Ebola cure
714	535142158295392256	"""Don't Touch Me"" (Don't Judge Me #Remix). If you have Ebola...please don't touch me 😷😷😷 #songcover #LOL #do... https://t.co/qLM5UqrpUV"	Do Touch Me ( Judge Me Remix If Ebolaplease touch 😷😷😷 songcover LOL https//tco/qLM5UqrpUV
715	535142160384147459	 : I'd rather get Ebola than text someone like this 	I would rather get Ebola text someone like
716	535142167761936384	" : Ebola- 1 death (American) 
Buffalo Storm 14' - 5 deaths 

Looks like America was better equipped to handle a disease than a sn…"	Ebola 1 death ( Buffalo Storm 14 5 death Looks like America better equip handle disease sn…
717	535142185885511680	" : #Progressive Round Table
With US/Africa #Ebola Project  
1pm ET 10am PT Live or on demand!
https://t.co/gMkG8…"	Progressive Round Table With US/Africa Ebola Project 1pm ET 10am PT Live demand https//tco/gMkG8…
718	535142190692179968	Photo of the Day! The RFA Argus lands in Sierra Leone full of supplies to help eradicate Ebola. Photo:  	Photo Day The RFA Argus land Sierra Leone full supply help eradicate Ebola Photo
719	535142191879172096	     like Ebola. Contagious but nobody likes you.	like Ebola Contagious nobody like
720	535142193913004032	 : Ebola was mentioned in The Lizzie McGuire Movie.. 	Ebola mention The Lizzie McGuire Movie
721	535142201098240000	 : World Health Organization says Ebola outbreak in West Africa remains 'intense'; 533 new cases reported in week ending Nov.…	World Health Organization say Ebola outbreak West Africa remains intense 533 new case report week end Nov…
722	535142223550369793	The Impact of Ebola on Women’s Health  #gender #globalhealth	The Impact Ebola Women’s Health gender globalhealth
723	535142225085493249	"Erdoğan to visit Equatorial Guinea out of ‘solidarity’ over Ebola: …  in Africa.
        Turkey to send liaiso...  "	Erdoğan visit Equatorial Guinea ‘solidarity’ Ebola … Africa Turkey send liaiso
724	535142225609768960	 : Ebola patient ‘cured’ in Africa held in India after traces of virus found 	Ebola patient ‘cured’ Africa hold India trace virus find
725	535142228801622017	 : Dr. Ada Igonoh survived Ebola in Lagos. Her moving story shows health workers at their best:  …	Dr Ada Igonoh survive Ebola Lagos Her move story show health worker best …
726	535142230580015104	Filth. Keep that in the Ebola ward :  she meeting in the club and hitting that night 30 out of 52 weeks a year	Filth Keep Ebola ward meeting club hit night 30 52 week year
727	535142232676761600	Loved ones, nation mourn latest Ebola victim in U.S.  via 	Loved one nation mourn latest Ebola victim US via
728	535142239643914240	 : looks like Ebola served its purpose for both press/GOP---they no longer care abt topic; https://t.co/UBHwN6nAXr	look like Ebola serve purpose press/GOPthey longer care abt topic https//tco/UBHwN6nAXr
729	535142242378612737	Amir Attaran explains how Canada has mismanaged the development of an Ebola vaccine. The intersection of science &amp; commerce and the...	Amir Attaran explains Canada mismanage development Ebola vaccine The intersection science amp commerce
730	535142242986758146	Even in #disasters keeping the good spirit dancing #Ebola patients    ://goo.gl/m566bV	Even disaster keep good spirit dance Ebola patient //googl/m566bV
731	535142244903178240	"New Gallup poll finds #Ebola is the third ""most urgent"" health problem    (via  )"	New Gallup poll find Ebola third urgent health problem ( )
732	535142249860853760	yep, that new band aid song is the worst, and here's why: 	yep new band aid song worst
733	535142260082753536	 : The Bill and Melinda Gates Foundation pledges $5.7m towards experimental Ebola treatments 	The Bill Melinda Gates Foundation pledge 57m towards experimental Ebola treatment
734	535142271931662336	"#HOTNEWMUSIC Versatile - Laugh Affa Dem [Ebola Riddim] November 2014: 

Versatile - Lau...  "	HOTNEWMUSIC Versatile Laugh Affa Dem [ Riddim November 2014 Versatile Lau
735	535142279171031040	You are very stupid,in fact u are a fool “: Who is HIV and who is EBOLA. coz this made me laugh... HIV 2: EBOLA 0 #BBHotshots”	You stupidin fact u fool “ Who HIV EBOLA coz make laugh HIV 2 EBOLA 0 BBHotshots”
736	535142280299307009	 : U.S. troop falls ill on flight back from Liberia; first test for Ebola is negative 	US troop fall ill flight back Liberia first test Ebola negative
737	535142288649777152	First NHS volunteers set to leave for Sierra Leone on Ebola mission  	First NHS volunteer set leave Sierra Leone Ebola mission
738	535142303464439808	What Ebola? Empress Njama prepares bush meat peppersoup (Photos) - via   	What Ebola Empress Njama prepares bush meat peppersoup ( via
739	535142311340953600	 : Have you ever hated a person that you wished him to catch Ebola, cancer, AIDS, &amp; get paralyzed at once?	Have ever hat person wish catch Ebola cancer AIDS amp get paralyze
740	535142315615338497	nominated to be an Ebola first responder.. #CoolLife	nominate Ebola first responder CoolLife
741	535142319360860160	Yoh batlo paka ebola in our boys bags...can they just come home toephela they bitter right now.	Yoh batlo paka ebola boy bagscan come home toephela bitter right
742	535142321957134337	The fact that someone went to help with Ebola, caught it, and then went back without even a second thought restores my faith in humanity	The fact someone go help Ebola caught go back without even second think restores faith humanity
743	535142323680985089	No stream tonight, gotta check for this Ebola running in my family, gotta make sure I don't have it... God please, pray for me! Cy tomorrow	No stream tonight get check Ebola run family get make sure I God please pray Cy tomorrow
744	535142332623233025	 : Cuban doctor who is part of lauded medical team sent to Sierra Leone to fight Ebola diagnosed with disease: 	Cuban doctor part laud medical team sent Sierra Leone fight Ebola diagnose disease
745	535142348393439232	More Than Ebola, Other Tropical Diseases Pose Growing Threat to U.S. 	More Than Ebola Other Tropical Diseases Pose Growing Threat US
746	535142349660102656	    The Ebola song that isn't 'Do They Know It's Christmas?' 	The Ebola song Do They Know It Christmas
747	535142350754832384	More Than Ebola, Other Tropical Diseases Pose Growing Threat to U.S.: Dengue, chagas, and chikungunya may esta... 	More Than Ebola Other Tropical Diseases Pose Growing Threat US Dengue chaga chikungunya may esta
748	535142361471647744	 : Article in Huff post by : Ebola Fundamentally Alters the Doctor-Patient Relationship  …	Article Huff post Ebola Fundamentally Alters DoctorPatient Relationship …
749	535142361823973376	"New Storify: ""India begins craziest screening for #Ebola-Will this be the new Bollywood trend?""   "	New Storify India begin craziest screen EbolaWill new Bollywood trend
750	535142390567145472	 : If I got Ebola I'd spit in every niggas drink we all goin out this America we United	If I get Ebola I would spit every nigga drink goin America United
751	535142395398991873	Ebola spreading intensely in Sierra Leone as toll rises - WHO - Reuters: NDTVEbola spreading intensely in Sier... 	Ebola spread intensely Sierra Leone toll rise WHO Reuters NDTVEbola spread intensely Sier
752	535142396267622400	 less attractive tournament ever, most European teams will feel reluctant in releasing their player bcos if ebola fears,	less attractive tournament ever European team feel reluctant release player bcos ebola fear
753	535142411337728002	"Check out the Ebola Tracker fr  
See who's pledged support and if/how they're following through on their commitment."	Check Ebola Tracker fr See pledge support if/how follow commitment
754	535142419399200769	I'm just wondering if I'm gonna catch Ebola nigga cover your mouth	Im wonder Im gon catch Ebola nigga cover mouth
755	535142425207902208	 : #cuba Cuban Doctor Stricken by Ebola Transferred to Europe for Further Treatment 	cuba Cuban Doctor Stricken Ebola Transferred Europe Further Treatment
756	535142441599643648	“: what happen 2 Ebola????” Government took it back	“ happen 2 Ebola” Government take back
757	535142443709399040	Ebola and Beyond: The US and Europe have grossly overreacted to a few isolated cases of the Ebola v...  by 	Ebola Beyond The US Europe grossly overreact isolate case Ebola v
758	535142446389551104	GENEVA (Reuters) - The toll in the Ebola epidemic has risen to 5,420 deaths out of 15,145 cases in eight... 	GENEVA ( The toll Ebola epidemic risen 5420 death 15145 case eight
759	535142458779504640	 : When you tryin' not to cough and you already coughed twice but you don't want people to think you have ebola …	When tryin cough already cough twice want people think ebola …
760	535142463108038656	#Ebola toll worldwide: 15145 cases, 5420 deaths. 	Ebola toll worldwide 15145 case 5420 death
761	535142471647645697	 : Glad to see this story told. How Nigeria's anti-polio efforts armed it to fight Ebola:   …	Glad see story tell How Nigeria antipolio effort arm fight Ebola …
762	535142478140416000	“: Ebola-stricken Cuban doctor to be flown to Switzerland [via private American carrier]. ”	“ Ebolastricken Cuban doctor flown Switzerland [ private American carrier ”
763	535142488495759360	Half of G20 countries have failed to deliver in fight against Ebola sez Oxfam #paperpromises  via 	Half G20 country fail deliver fight Ebola sez Oxfam paperpromises via
764	535142511053144066	NY1: Woman Who Died in Brooklyn Hair Salon Tests Negative for Ebola 	NY1 Woman Who Died Brooklyn Hair Salon Tests Negative Ebola
765	535142521845063680	Somebody just opined that Nigerian players don( want to participate in next AFCON finals b'cos of the fear of Ebola. Hmmmmmmn !	Somebody opine Nigerian player don want participate next AFCON final bcos fear Ebola Hmmmmmmn
766	535142523325652992	"all I hear in school:
-ebola 
-bruhh
-whats 9 plus 10
-21
-did you see mr hill in the news?
-my anaconda don't 
-bout a week ago 
-ebola"	I hear school ebola bruhh whats 9 plus 10 21 see mr hill news anaconda bout week ago ebola
767	535142527503200256	What are your thoughts on how $LAKE is trading at this time ? Thanks in advance. Look forward to your tweet reply. #Ebola	What thought LAKE trading time Thanks advance Look forward tweet reply Ebola
768	535142546494992384	" : : ""no better way to protect the public from Ebola than to protect our health care workers"" #itweetONA14 #…"	better way protect public Ebola protect health care worker itweetONA14 …
769	535142560403308545	Continuing our long history of support for humanitarian &amp; disaster relief efforts by committing $6.7 million to combat Ebola in West Africa.	Continuing long history support humanitarian amp disaster relief effort commit 67 million combat Ebola West Africa
770	535142560646569985	" : “: ""Maybe you have ebola.""
I fucking hope I do then I don't have to finish college.” Exactly where I'm at…"	“ Maybe ebola I fuck hope I I finish college” Exactly Im at…
771	535142567315537922	New #Ebola #'s: 15,000 sick, 5,400 dead. 72% of patients in Guinea safely isolated; 20% Liberia; 13% in Sierra Leone. 	New Ebola 15000 sick 5400 dead 72 patient Guinea safely isolate 20 Liberia 13 Sierra Leone
772	535142568187920384	 : Agreed MT : Once again,  is doing some of the best synthesis on #Ebola epidemiology …	Agreed MT Once best synthesis Ebola epidemiology …
773	535142573862813696	 : Gov.-elect Hogan releases statement on latest Ebola victim, Dr. Martin Salia, a Prince George's resident: https://t.co/…	Govelect Hogan release statement latest Ebola victim Dr Martin Salia Prince George resident https//tco/…
774	535142577876795392	Keshi will substituting a player with Ebola soon	Keshi substitute player Ebola soon
775	535142588144025600	Very interesting and makes sense: Why I had to turn down Band Aid | Fuse ODG  #Africa #ebola #BandAid	Very interest make sense Why I turn Band Aid Fuse ODG Africa ebola BandAid
776	535142594888888320	 : U.S. scientists say uncertainties loom about #Ebola's transmission, other key facts  … #hazmat	US scientist say uncertainty loom Ebola transmission key fact … hazmat
777	535142601071292417	 : Is a patent deal obstructing #Ebola vaccine development?  via  	Is patent deal obstruct Ebola vaccine development via
778	535142610562977794	 : Safari parks are further from Ebola centres than much of Europe  	Safari park Ebola centre much Europe
779	535142611367903232	  To Hot Zone Ebola, To Do Bed-Pan Duty, If We Live Will Most Likely Bring Back Ebola To Not Knowing Spread It	To Hot Zone Ebola To Do BedPan Duty If We Live Will Most Likely Bring Back Ebola To Not Knowing Spread It
780	535142614111367168	This girl in my class just thought that if you shake someone's hands, you might get Ebola...while shaking my hand	This girl class think shake someone hand might get Ebolawhile shake hand
781	535142616552058880	Mali’s Nurses &amp; Doctors Facing Stigma Tied to Ebola. Nurse Endures Neighbours' Stoning Over Virus  via 	Mali’s Nurses amp Doctors Facing Stigma Tied Ebola Nurse Endures Neighbours Stoning Over Virus via
782	535142636403699712	Engineered Disease Ebola - Now Deaths Follow U.S. Vaccines - | Health 	Engineered Disease Ebola Now Deaths Follow US Vaccines Health
783	535142670218592259	Learn about our support of UNICEF Bridge Fund, Doctors Without Borders &amp; US Fund 4 UNICEF to help combat Ebola. --&gt; 	Learn support UNICEF Bridge Fund Doctors Without Borders amp US Fund 4 UNICEF help combat Ebola gt
784	535142683258261504	[UT news] Nurse gets new ring, new chance at life, after Ebola: Amber Vinson and her fiancé, Derrick Markray, ... 	[ news Nurse get new ring new chance life Ebola Amber Vinson fiancé Derrick Markray
785	535142685204832256	I'm so sick of the Gruber news, I almost miss the Ebola talk.	Im sick Gruber news I almost miss Ebola talk
786	535142687369084930	  maybe we should risk #Ebola in Naija to host #ACN15  so we can defend our trophy	maybe risk Ebola Naija host ACN15 defend trophy
787	535142688728043521	Why are Band Aid fighting to stop Ebola when Danny Rose is still our first choice LB? Priorities.	Why Band Aid fight stop Ebola Danny Rose still first choice LB Priorities
788	535142692188323840	 they assume everyone knows the Ebola symptoms.. Plainly used a short cut like any Kenyan our there would	assume everyone know Ebola symptom Plainly use short cut like Kenyan would
789	535142693752803328	 : Maryland memorial planned for doctor who contracted Ebola in Sierra Leone, died in the US 	Maryland memorial plan doctor contract Ebola Sierra Leone die US
790	535142695820607488	 Ebola above Cancer?   And people wonder why the Vulcans haven't made first contact with us yet.	Ebola Cancer And people wonder Vulcans make first contact us yet
791	535142697858646016	 : Doctor Suggests That Marijuana Can Protect You From Ebola  via 	Doctor Suggests That Marijuana Can Protect You From Ebola via
792	535142714065825792	 : I'm so glad the news decided Ebola's not a big deal anymore.	Im glad news decide Ebola big deal anymore
793	535142724106612736	Woman monitored for Ebola dies in Brooklyn hair salon: The woman, who had recently traveled to West Africa, tested negative for  the ...	Woman monitor Ebola dy Brooklyn hair salon The woman recently travel West Africa test negative
794	535142726023786496	Nurse gets new ring, new chance at life, after Ebola: Amber Vinson and her fiancé, Derrick Markray, are restarting their lives after ...	Nurse get new ring new chance life Ebola Amber Vinson fiancé Derrick Markray restart life
795	535142729198886912	Dr.  Sacra tells his story of contracting Ebola &amp;  new clinical trials of medication in W. Africa, #VOAEbola	Dr Sacra tell story contract Ebola amp new clinical trial medication W Africa VOAEbola
796	535142741005836288	 : Many US &amp; Europe agents stopped offering Safaris. But Safari-land further from Ebola epicenter than Europe. …	Many US amp Europe agent stop offering Safaris But Safariland Ebola epicenter Europe …
797	535142747645026304	 : “Feed the World’. No, wait, save it from Ebola.” #BandAid30 #charity #overseasaid #fundraising #charityfundraiser http…	“Feed World’ No wait save Ebola” BandAid30 charity overseasaid fundraise charityfundraiser http…
798	535142760462835712	: Bloodmobiles To Collect Plasma From West Africa's Ebola Survivors I think you were right!  [link to 	Bloodmobiles To Collect Plasma From West Africa Ebola Survivors I think right [
799	535142762925273090	Message frm Nigeria: we don't wanna go to defend our tittle because we r afraid of Ebola	Message frm Nigeria wan go defend tittle r afraid Ebola
800	535142768436604930	Even in #disasters keeping a good spirit for #Ebola patients     	Even disaster keep good spirit Ebola patient
801	535142769397080064	Cuban doctor contracts Ebola in Sierra Leone, to be moved to Geneva: Havana, Nov 19 (EFE).- A Cuban doctor, part of the country's med...	Cuban doctor contract Ebola Sierra Leone move Geneva Havana Nov 19 ( A Cuban doctor part country med
802	535142779488575489	#Ebola 'threatens W Africa harvests' #EbolaOutbreak  	Ebola threatens W Africa harvest EbolaOutbreak
803	535142785352237057	  how did they get his semen? Why has the ebola taken up residence only in his semen?	get semen Why ebola take residence semen
804	535142808190214145	" : Good morning,  ""India Quarantines Ebola Survivor Because Of Infectious Semen"" "	Good morning India Quarantines Ebola Survivor Because Of Infectious Semen
805	535142817090527232	Here are the craziest responses to New York’s first Ebola case via   	Here craziest response New York’s first Ebola case via
806	535142820806270977	 LMAAO fucck man just tryna get rid of that ebola ass kush	LMAAO fucck man tryna get rid ebola as kush
807	535142822547324928	Doc just asked me if I'd be to any Ebola infected areas. Not really sure how to answer that	Doc ask I would Ebola infect area Not really sure answer
808	535142827320414208	#National_Geographic More Than Ebola, Other Tropical Diseases Pose Growing Threat to U.S. 	NationalGeographic More Than Ebola Other Tropical Diseases Pose Growing Threat US
809	535142833049464832	Considering Animal To Human Transmission In Ebola Virus Disease 	Considering Animal To Human Transmission In Ebola Virus Disease
810	535142835079892993	"Stumbling across a scene kid's Facebook comment: ""your cute ya silly lil Ebola weirdoh &lt;3"" .............."	Stumbling across scene kid Facebook comment cute ya silly lil Ebola weirdoh lt3
811	535142861529182209	" : *gets ebola virus*

mexican mom medical kit: "	get ebola virus mexican mom medical kit
812	535142863294582784	Throwing smartphones at West Africa won't fix #Ebola, UNICEF says:  by  via 	Throwing smartphones West Africa fix Ebola UNICEF say via
813	535142868474941440	 gway ye banana faced inbread the smell of ebola off you	gway ye banana face inbread smell ebola
814	535142878109265922	✪  Matt Damon, Will Ferrell, And Liberian Nurses Scold World Powers For Slow Ebola Response  ✪: A grassroots a... 	✪ Matt Damon Will Ferrell And Liberian Nurses Scold World Powers For Slow Ebola Response ✪ A grassroots
815	535142879703089152	 - Nurse gets new ring, new chance at life, after Ebola  #News #check #follow	Nurse get new ring new chance life Ebola News check follow
816	535142881393004544	...  latest idiotic headline in  quackery at its worst	latest idiotic headline quackery worst
817	535142882030927872	Nw some peeps be like. No nations cup, no Ebola. Lol	Nw peep like No nation cup Ebola Lol
818	535142884446846978	Me, this morning? I started vlogging but itʼs a boyʼs gotta do this. #dinner #bendgate #ebola Check it out‼	Me morning I start vlogging itʼs boyʼs get dinner bendgate ebola Check out‼
819	535142885990346752	  check on d WORLD HEALTH ORGANIZATION website,Nigeria is d only country to conquer Ebola in d world,fools#BBHotshots	check d WORLD HEALTH ORGANIZATION websiteNigeria d country conquer Ebola d worldfoolsBBHotshots
820	535142893682720768	How about a TOMBOLA for EBOLA? I reckon that if every Christmas event this year did a charity tombola... 	How TOMBOLA EBOLA I reckon every Christmas event year charity tombola
821	535142897088466944	Latest WHO #Ebola report: 36% of infected have died; epidemic is moving from Liberia to Sierra Leone. 	Latest WHO Ebola report 36 infect die epidemic move Liberia Sierra Leone
822	535142902348132352	Its the Ebola Bitch trials. A broke bitch cant even sneeze in 	Its Ebola Bitch trial A broke bitch cant even sneeze
823	535142915396632576	Dr. Gebre said there is a working vaccine for Ebola which could be available by mid-2015	Dr Gebre say work vaccine Ebola could available mid2015
824	535142921109270528	: Doc just asked me if I'd been to any Ebola infected areas. Not really sure how to answer that	Doc ask I would Ebola infect area Not really sure answer
825	535142925135781888	 : Werid how cunts slag Ebola so much n it's funny but soon as somecunt mentions cancer n peoples lit hawl thts bang out ma g…	Werid cunt slag Ebola much n funny soon somecunt mention cancer n people lit hawl thts bang ma g…
826	535142934543204352	International SOS launches new Ebola app The app is designed to share the groups medical and travel _Update	International SOS launch new Ebola app The app design share group medical travel Update
827	535142944110804994	 : Dr Alex Kumar is currently on his way to Sierra Leone to help with the fight against Ebola  …	Dr Alex Kumar currently way Sierra Leone help fight Ebola …
828	535142969368510464	:India’s threat from Ebola is non-existent - Hindustan Times 	India’s threat Ebola nonexistent Hindustan Times
829	535142979439448064	"Ebola-free, Vermont man leaves quarantine
BurlingtonFreePress

» 

#VT #Vermont 
"	Ebolafree Vermont man leaf quarantine BurlingtonFreePress » VT Vermont
830	535142980320251904	Join me at 2, 3 and 4 Est. on  . We're live in #Isreal -w/more on #JerusalemSynagogue attacks. Plus Cuban Doctor #Ebola.	Join 2 3 4 Est We live Isreal w/more JerusalemSynagogue attack Plus Cuban Doctor Ebola
831	535142980307259392	 $LAKE is dead. ebola scare is over. Might pop on any new ebola scares but thats about it	LAKE dead ebola scare Might pop new ebola scare thats
832	535142987077279744	“: Who is HIV and who is EBOLA. coz this made me laugh... HIV 2: EBOLA 0  #BBHotshots”you should be ashamed of yourself	“ Who HIV EBOLA coz make laugh HIV 2 EBOLA 0 BBHotshots”you ashamed
833	535142998439657472	  &amp;Queen Intervenes in Ebola Emergency: 'Don't Forget Malaria!' 	ampQueen Intervenes Ebola Emergency Do Forget Malaria
834	535143006215884801	" : The next ""Ebola""? Not quite, but . . . ""Evidence for henipavirus spillover into human populations in Africa"" …"	The next Ebola Not quite Evidence henipavirus spillover human population Africa …
835	535143013052588032	Its a good thing we are not qualifying......this ebola ish!	Its good thing qualifyingthis ebola ish
836	535143013014450177	ebola fear in nyc after woman dies in salon:  via 	ebola fear nyc woman dy salon via
837	535143015971827712	Study will test giving Ebola survivors' plasma to new patients 	Study test give Ebola survivor plasma new patient
838	535143018899456002	World Bank: $3B-$4B to Combat Ebola in Africa: Previous prediction estimated economic impact could be as high as… 	World Bank 3B4B Combat Ebola Africa Previous prediction estimate economic impact could high as…
839	535143018806788097	"it is pretty easy to just block someone named ""ebola jesus"""	pretty easy block someone name ebola jesus
840	535143019301724160	She died in a NYC hair salon after a trip to West Africa, but tested negative for #ebola  	She die NYC hair salon trip West Africa test negative ebola
841	535143023118516224	People please stop writing fake articles and hoaxes about Ebola, it's not even funny. It is not a subject that should be joked with.	People please stop write fake article hoax Ebola even funny It subject joke
842	535143036796567552	 : ZOMBIE APOCALYPSE : Ebola victims in African village ‘rise from the dead’  	ZOMBIE APOCALYPSE Ebola victim African village ‘rise dead’
843	535143038805639168	Dr. Scara Joins Public Panel Discussion on Ebola Thursday 	Dr Scara Joins Public Panel Discussion Ebola Thursday
844	535143046166614016	Come to The Ebola Exchange TODAY to share your ideas on the recent ebola outbreak in the U.S. and get some free pizza and Tiff’s Treats!	Come The Ebola Exchange TODAY share idea recent ebola outbreak US get free pizza Tiff’s Treats
845	535143050486743041	 : hey guys, remember ebola? that was a crazy time.. who knew the cure would be a midterm election?	hey guy remember ebola crazy time know cure would midterm election
846	535143075694526464	 : Amazing - voting made us safe. MT : Ebola Coverage On TV Plummeted After Midterms  htt…	Amazing vote make us safe MT Ebola Coverage On TV Plummeted After Midterms htt…
847	535143077472518144	“: I have a killer headache I never get headaches either” ebola	“ I killer headache I never get headache either” ebola
848	535143078311772160	Donate to #BandAid30 &amp; help us fight back against ebola: www.bandaid30/donate	Donate BandAid30 amp help us fight back ebola wwwbandaid30/donate
849	535143081956622336	"Which is more likely? 

You'll catch Ebola or you'll see Peter Andre in Iceland?"	Which likely You catch Ebola see Peter Andre Iceland
